VARIACAO,HUMOR,COGNICAO,COMPORTAMENTO,PERCEPCAO,FISIOLOGICO,RISCO,DURACAO,RESULTADO
426,sentimentos de inutilidade,ideacao suicida,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
427,desesperanca,plano suicida,retraimento social,nao especificado,fadiga persistente,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
428,angustia generalizada,problemas de memoria,choro,nao especificado,perda de energia,evento traumatico,> 2 semanas,transtorno depressivo maior
429,autoaversao,preocupacao,suicida,nao especificado,sintomas somaticos,perda significativa,> 2 semanas,transtorno depressivo maior
430,sentimentos de desvalia,ruminacao,tentativa de suicidio,nao especificado,catatonia,neuroticismo,> 2 semanas,transtorno depressivo maior
431,sofrimento intenso,recordacao intrusiva,retraimento social,nao especificado,alteracoes de peso significativas,herdabilidade,> 2 semanas,transtorno depressivo maior
432,melancolia,perda de interesse,choro,nao especificado,alteracoes no apetite,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
433,humor deprimido,dificuldade para pensar,suicida,nao especificado,insonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
434,disforia,dificuldade de concentracao,tentativa de suicidio,nao especificado,hipersonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
435,anedonia,indecisao,retraimento social,nao especificado,perturbacoes do sono,evento traumatico,> 2 semanas,transtorno depressivo maior
436,tristeza,pensamentos recorrentes de morte,choro,nao especificado,perturbacoes psicomotoras,perda significativa,> 2 semanas,transtorno depressivo maior
437,culpa delirante,ideacao suicida,suicida,nao especificado,fadiga persistente,neuroticismo,> 2 semanas,transtorno depressivo maior
438,sentimentos de inutilidade,plano suicida,tentativa de suicidio,nao especificado,perda de energia,herdabilidade,> 2 semanas,transtorno depressivo maior
439,desesperanca,problemas de memoria,retraimento social,nao especificado,sintomas somaticos,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
440,angustia generalizada,preocupacao,choro,nao especificado,catatonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
441,autoaversao,ruminacao,suicida,nao especificado,alteracoes de peso significativas,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
442,sentimentos de desvalia,recordacao intrusiva,tentativa de suicidio,nao especificado,alteracoes no apetite,evento traumatico,> 2 semanas,transtorno depressivo maior
443,sofrimento intenso,perda de interesse,retraimento social,nao especificado,insonia,perda significativa,> 2 semanas,transtorno depressivo maior
444,melancolia,dificuldade para pensar,choro,nao especificado,hipersonia,neuroticismo,> 2 semanas,transtorno depressivo maior
445,humor deprimido,dificuldade de concentracao,suicida,nao especificado,perturbacoes do sono,herdabilidade,> 2 semanas,transtorno depressivo maior
446,disforia,indecisao,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
447,anedonia,pensamentos recorrentes de morte,retraimento social,nao especificado,fadiga persistente,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
448,tristeza,ideacao suicida,choro,nao especificado,perda de energia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
449,culpa delirante,plano suicida,suicida,nao especificado,sintomas somaticos,evento traumatico,> 2 semanas,transtorno depressivo maior
450,sentimentos de inutilidade,problemas de memoria,tentativa de suicidio,nao especificado,catatonia,perda significativa,> 2 semanas,transtorno depressivo maior
451,desesperanca,preocupacao,retraimento social,nao especificado,alteracoes de peso significativas,neuroticismo,> 2 semanas,transtorno depressivo maior
452,angustia generalizada,ruminacao,choro,nao especificado,alteracoes no apetite,herdabilidade,> 2 semanas,transtorno depressivo maior
453,autoaversao,recordacao intrusiva,suicida,nao especificado,insonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
454,sentimentos de desvalia,perda de interesse,tentativa de suicidio,nao especificado,hipersonia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
455,sofrimento intenso,dificuldade para pensar,retraimento social,nao especificado,perturbacoes do sono,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
456,melancolia,dificuldade de concentracao,choro,nao especificado,perturbacoes psicomotoras,evento traumatico,> 2 semanas,transtorno depressivo maior
457,humor deprimido,indecisao,suicida,nao especificado,fadiga persistente,perda significativa,> 2 semanas,transtorno depressivo maior
458,disforia,pensamentos recorrentes de morte,tentativa de suicidio,nao especificado,perda de energia,neuroticismo,> 2 semanas,transtorno depressivo maior
459,anedonia,ideacao suicida,retraimento social,nao especificado,sintomas somaticos,herdabilidade,> 2 semanas,transtorno depressivo maior
460,tristeza,plano suicida,choro,nao especificado,catatonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
461,culpa delirante,problemas de memoria,suicida,nao especificado,alteracoes de peso significativas,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
462,sentimentos de inutilidade,preocupacao,tentativa de suicidio,nao especificado,alteracoes no apetite,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
463,desesperanca,ruminacao,retraimento social,nao especificado,insonia,evento traumatico,> 2 semanas,transtorno depressivo maior
464,angustia generalizada,recordacao intrusiva,choro,nao especificado,hipersonia,perda significativa,> 2 semanas,transtorno depressivo maior
465,autoaversao,perda de interesse,suicida,nao especificado,perturbacoes do sono,neuroticismo,> 2 semanas,transtorno depressivo maior
466,sentimentos de desvalia,dificuldade para pensar,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,herdabilidade,> 2 semanas,transtorno depressivo maior
467,sofrimento intenso,dificuldade de concentracao,retraimento social,nao especificado,fadiga persistente,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
468,melancolia,indecisao,choro,nao especificado,perda de energia,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
469,humor deprimido,pensamentos recorrentes de morte,suicida,nao especificado,sintomas somaticos,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
470,disforia,ideacao suicida,tentativa de suicidio,nao especificado,catatonia,evento traumatico,> 2 semanas,transtorno depressivo maior
471,anedonia,plano suicida,retraimento social,nao especificado,alteracoes de peso significativas,perda significativa,> 2 semanas,transtorno depressivo maior
472,tristeza,problemas de memoria,choro,nao especificado,alteracoes no apetite,neuroticismo,> 2 semanas,transtorno depressivo maior
473,culpa delirante,preocupacao,suicida,nao especificado,insonia,herdabilidade,> 2 semanas,transtorno depressivo maior
474,sentimentos de inutilidade,ruminacao,tentativa de suicidio,nao especificado,hipersonia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
475,desesperanca,recordacao intrusiva,retraimento social,nao especificado,perturbacoes do sono,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
476,angustia generalizada,perda de interesse,choro,nao especificado,perturbacoes psicomotoras,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
477,autoaversao,dificuldade para pensar,suicida,nao especificado,fadiga persistente,evento traumatico,> 2 semanas,transtorno depressivo maior
478,sentimentos de desvalia,dificuldade de concentracao,tentativa de suicidio,nao especificado,perda de energia,perda significativa,> 2 semanas,transtorno depressivo maior
479,sofrimento intenso,indecisao,retraimento social,nao especificado,sintomas somaticos,neuroticismo,> 2 semanas,transtorno depressivo maior
480,melancolia,pensamentos recorrentes de morte,choro,nao especificado,catatonia,herdabilidade,> 2 semanas,transtorno depressivo maior
481,humor deprimido,ideacao suicida,suicida,nao especificado,alteracoes de peso significativas,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
482,disforia,plano suicida,tentativa de suicidio,nao especificado,alteracoes no apetite,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
483,anedonia,problemas de memoria,retraimento social,nao especificado,insonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
484,tristeza,preocupacao,choro,nao especificado,hipersonia,evento traumatico,> 2 semanas,transtorno depressivo maior
485,culpa delirante,ruminacao,suicida,nao especificado,perturbacoes do sono,perda significativa,> 2 semanas,transtorno depressivo maior
486,sentimentos de inutilidade,recordacao intrusiva,tentativa de suicidio,nao especificado,perturbacoes psicomotoras,neuroticismo,> 2 semanas,transtorno depressivo maior
487,desesperanca,perda de interesse,retraimento social,nao especificado,fadiga persistente,herdabilidade,> 2 semanas,transtorno depressivo maior
488,angustia generalizada,dificuldade para pensar,choro,nao especificado,perda de energia,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
489,autoaversao,dificuldade de concentracao,suicida,nao especificado,sintomas somaticos,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
490,sentimentos de desvalia,indecisao,tentativa de suicidio,nao especificado,catatonia,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
491,sofrimento intenso,pensamentos recorrentes de morte,retraimento social,nao especificado,alteracoes de peso significativas,evento traumatico,> 2 semanas,transtorno depressivo maior
492,melancolia,ideacao suicida,choro,nao especificado,alteracoes no apetite,perda significativa,> 2 semanas,transtorno depressivo maior
493,humor deprimido,plano suicida,suicida,nao especificado,insonia,neuroticismo,> 2 semanas,transtorno depressivo maior
494,disforia,problemas de memoria,tentativa de suicidio,nao especificado,hipersonia,herdabilidade,> 2 semanas,transtorno depressivo maior
495,anedonia,preocupacao,retraimento social,nao especificado,perturbacoes do sono,transtornos subjacentes,> 2 semanas,transtorno depressivo maior
496,tristeza,ruminacao,choro,nao especificado,perturbacoes psicomotoras,condicoes medicas cronicas,> 2 semanas,transtorno depressivo maior
497,culpa delirante,recordacao intrusiva,suicida,nao especificado,fadiga persistente,condicoes medicas incapacitantes,> 2 semanas,transtorno depressivo maior
498,sentimentos de inutilidade,perda de interesse,tentativa de suicidio,nao especificado,perda de energia,evento traumatico,> 2 semanas,transtorno depressivo maior
499,desesperanca,dificuldade para pensar,retraimento social,nao especificado,sintomas somaticos,perda significativa,> 2 semanas,transtorno depressivo maior
500,angustia generalizada,dificuldade de concentracao,choro,nao especificado,catatonia,neuroticismo,> 2 semanas,transtorno depressivo maior
